ID,Close Date,Created Date,New Logo,Type,Stage,Billing Plan, ACV , Discount Amount , Amount , Net Amount 
1100,3/20/17,2/15/17,1,Direct - Cloud Product,Closed Won - Paid,3 Years,50498,,96000,96000
1101,11/4/15,9/2/15,0,Partner - OnPremise Product,Closed Lost,,38016,,38016,38016
1102,10/13/15,9/28/15,0,Partner - OnPremise Product,Closed Won - Paid,3 Years,15215,8055,53700,45645
1103,9/29/15,9/18/15,0,Partner - OnPremise Product,Closed Won - Paid,Annual,35800,,35800,35800
1104,9/17/16,9/10/15,0,Partner - Cloud Product,Closed Lost,3 Years,,,307500,307500
1105,12/29/16,12/8/15,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,24000,24000,96000,72000
1106,9/20/16,11/9/15,0,Partner - OnPremise Product,Closed Lost,,200000,,200000,200000
1107,1/29/16,10/23/15,0,Partner - OnPremise Product,Closed Lost,,75000,,75000,75000
1108,12/21/15,11/4/15,0,Direct - OnPremise Product,Closed Won - Paid,2 Years,20479,3083,44040,40957
1109,5/24/16,12/10/15,0,Partner - OnPremise Product,Closed Lost,3 Years,125000,,375000,375000
1110,12/15/15,9/29/15,0,Partner - OnPremise Product,Closed Lost,,114048,,114048,114048
1111,1/4/16,8/24/15,0,Partner - OnPremise Product,Closed Lost,,54552,,54552,54552
1112,6/27/16,1/4/16,0,Partner - OnPremise Product,Closed Lost,,60000,,60000,60000
1113,5/30/16,8/25/15,0,Partner - OnPremise Product,Closed Lost,3 Years,17493,,52480,52480
1114,2/23/16,8/5/15,0,Direct - OnPremise Product,Closed Lost,,17900,,17900,17900
1115,3/28/16,8/10/15,0,Partner - OnPremise Product,Closed Lost,,125000,,125000,125000
1116,7/5/16,10/9/15,0,Partner - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1117,4/29/16,8/5/15,1,Partner - OnPremise Product,Closed Won - Paid,2 Years,678769,,1357538,1357538
1118,2/29/16,8/18/15,0,Direct - OnPremise Product,Closed Lost,,45460,,45460,45460
1119,1/3/17,10/20/15,0,Direct - OnPremise Product,Closed Lost,Annual,75000,,75000,75000
1120,2/29/16,8/17/15,0,Direct - OnPremise Product,Closed Lost,,63360,,63360,63360
1121,2/23/16,12/21/15,0,Partner - OnPremise Product,Closed Lost,,75000,,75000,75000
1122,3/15/16,10/19/15,1,Partner - OnPremise Product,Closed Won - Paid,Annual,32000,,32000,32000
1123,12/31/15,9/23/15,0,Direct - OnPremise Product,Closed Won - Paid,Annual,42960,3580,46540,42960
1124,2/23/16,1/8/16,0,Partner - OnPremise Product,Closed Lost,,22000,,22000,22000
1125,8/21/15,8/18/15,0,Direct - OnPremise Product,Closed Won - Paid,Annual,17900,,17900,17900
1126,1/11/16,12/31/15,0,Partner - OnPremise Product,Closed Lost,,125000,,125000,125000
1127,4/25/16,11/5/15,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,24000,24000,96000,72000
1128,8/10/16,9/8/15,0,Partner - OnPremise Product,Closed Lost,2 Years,32000,,64000,64000
1129,6/27/16,12/21/15,0,Partner - OnPremise Product,Closed Lost,,75000,,75000,75000
1130,8/18/16,10/19/15,0,Partner - Cloud Product,Closed Lost,3 Years,,,250000,250000
1131,1/22/16,1/5/16,0,Partner - OnPremise Product,Closed Lost,,60000,,60000,60000
1132,2/2/16,8/26/15,0,Partner - OnPremise Product,Closed Lost,,565000,,565000,565000
1133,3/1/16,12/3/15,0,Partner - OnPremise Product,Closed Lost,,450000,,450000,450000
1134,3/3/17,8/25/15,1,Partner - OnPremise Product,Closed Won - Paid,5 Years,41650,36750,245000,208250
1135,2/17/16,1/5/16,1,Partner - OnPremise Product,Closed Won - Paid,2 Years,17900,10740,46540,35800
1136,6/27/16,1/26/16,0,Partner - OnPremise Product,Closed Lost,,22000,,22000,22000
1137,9/20/16,1/20/16,0,Partner - OnPremise Product,Closed Lost,,250000,,250000,250000
1138,3/28/16,2/2/16,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1139,6/27/16,1/27/16,0,Partner - OnPremise Product,Closed Lost,,125000,,125000,125000
1140,11/16/16,1/26/16,0,Partner - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1141,6/27/16,2/2/16,0,Direct - OnPremise Product,Closed Lost,,60000,,60000,60000
1142,5/26/16,2/2/16,0,Partner - OnPremise Product,Closed Lost,3 Years,125000,,375000,375000
1143,6/27/16,2/23/16,0,Partner - OnPremise Product,Closed Lost,,75000,,75000,75000
1144,3/25/16,2/26/16,0,Partner - OnPremise Product,Closed Lost,,75000,,75000,75000
1145,3/29/16,2/29/16,0,Partner - OnPremise Product,Closed Lost,,64000,,64000,64000
1146,4/4/16,3/2/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,82500,127500,375000,247500
1147,5/30/16,3/8/16,0,Direct - OnPremise Product,Closed Lost,,75000,,75000,75000
1148,3/28/16,2/22/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,24653,22040,96000,73960
1149,3/16/16,2/25/16,1,Direct - OnPremise Product,Closed Won - Paid,2 Years,19780,6981,46540,39559
1150,4/5/16,3/7/16,1,Partner - OnPremise Product,Closed Won - Paid,Annual,22000,,22000,22000
1151,3/21/16,3/11/16,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1152,5/5/16,3/18/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,32000,,96000,96000
1153,1/3/17,5/25/16,0,Partner - OnPremise Product,Closed Lost,Annual,125000,,125000,125000
1154,6/22/16,5/25/16,0,Partner - Cloud Product,Closed Lost,Annual,,,75000,75000
1155,1/3/17,5/30/16,0,Partner - OnPremise Product,Closed Lost,Annual,49000,,49000,49000
1156,9/12/16,5/30/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,56833,54500,225000,170500
1157,1/3/17,6/1/16,0,Partner - OnPremise Product,Closed Lost,Annual,75000,,75000,75000
1158,6/27/16,4/4/16,0,Partner - OnPremise Product,Closed Lost,,125000,,125000,125000
1159,8/18/16,4/5/16,0,Partner - OnPremise Product,Closed Lost,2 Years,32000,,64000,64000
1160,6/27/16,4/5/16,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1161,5/4/16,4/7/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,41250,101250,225000,123750
1162,6/27/16,4/7/16,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1163,7/5/17,4/9/16,1,Direct - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1164,9/22/16,4/20/16,0,Partner - Cloud Product,Closed Lost,3 Years,37672,9240,66000,56760
1165,9/20/16,4/26/16,0,Direct - OnPremise Product,Closed Lost,Annual,75000,,75000,75000
1166,5/30/16,4/27/16,0,Direct - OnPremise Product,Closed Lost,,150000,,150000,150000
1167,6/27/16,4/29/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1168,5/3/17,4/29/16,0,Partner - OnPremise Product,Closed Lost,Annual,49000,,49000,49000
1169,9/19/16,5/6/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,48750,78750,225000,146250
1170,1/3/17,5/10/16,0,Partner - Cloud Product,Closed Lost,3 Years,,,66000,66000
1171,3/31/17,5/10/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,67500,22500,225000,202500
1172,9/20/16,5/10/16,0,Partner - OnPremise Product,Closed Lost,3 Years,49000,,147000,147000
1173,1/3/17,9/7/16,0,Partner - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1174,1/3/17,9/7/16,0,Partner - OnPremise Product,Closed Lost,Annual,75000,,75000,75000
1175,1/6/17,9/12/16,0,Partner - OnPremise Product,Closed Lost,Annual,125000,,125000,125000
1176,10/19/16,6/16/16,0,Partner - Cloud Product,Closed Lost,Annual,,,49000,49000
1177,12/29/16,6/17/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,27200,14400,96000,81600
1178,7/12/16,6/20/16,0,Partner - OnPremise Product,Closed Lost,Annual,75000,,75000,75000
1179,1/3/17,6/22/16,0,Partner - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1180,1/3/17,6/23/16,0,Partner - OnPremise Product,Closed Lost,2 Years,75000,,150000,150000
1181,1/3/17,6/23/16,0,Partner - Cloud Product,Closed Lost,3 Years,,,96000,96000
1182,1/3/17,6/27/16,0,Partner - Cloud Product,Closed Lost,Annual,,,125000,125000
1183,10/11/16,6/27/16,0,Partner - OnPremise Product,Closed Lost,2 Years,32000,,64000,64000
1184,1/3/17,6/27/16,0,Partner - OnPremise Product,Closed Lost,3 Years,22000,,66000,66000
1185,8/9/16,6/27/16,0,Partner - OnPremise Product,Closed Lost,3 Years,125000,,375000,375000
1186,8/1/16,6/27/16,0,Direct - OnPremise Product,Closed Lost,Annual,125000,,125000,125000
1187,10/19/16,6/27/16,0,Partner - OnPremise Product,Closed Lost,Annual,49000,,49000,49000
1188,10/19/16,7/5/16,0,Partner - OnPremise Product,Closed Lost,2 Years,32000,,64000,64000
1189,1/3/17,7/11/16,0,Direct - OnPremise Product,Closed Lost,2 Years,32000,,64000,64000
1190,9/27/16,7/13/16,1,Direct - OnPremise Product,Closed Won - Paid,4 Years,96875,,387500,387500
1191,1/3/17,7/14/16,0,Partner - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1192,7/5/17,7/19/16,1,Partner - OnPremise Product,Closed Lost,Annual,75000,,75000,75000
1193,1/3/17,7/19/16,0,Partner - OnPremise Product,Closed Lost,Annual,75000,,75000,75000
1194,1/3/17,7/20/16,0,Partner - OnPremise Product,Closed Lost,2 Years,49000,,98000,98000
1195,4/10/17,7/20/16,0,Partner - OnPremise Product,Closed Lost,2 Years,125000,,250000,250000
1196,5/1/17,7/25/16,0,Partner - OnPremise Product,Closed Lost,Annual,75000,,75000,75000
1197,1/6/17,7/26/16,0,Direct - OnPremise Product,Closed Lost,Annual,49000,,49000,49000
1198,9/30/16,8/8/16,1,Direct - OnPremise Product,Closed Won - Paid,3 Years,100000,450000,750000,300000
1199,5/1/17,8/10/16,0,Partner - OnPremise Product,Closed Lost,Annual,125000,,125000,125000
1200,5/2/17,8/10/16,1,Partner - Cloud Product,Closed Won - Not Paid,3 Years,166278,155213,375000,219788
1201,5/1/17,8/11/16,0,Partner - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1202,12/23/16,8/15/16,1,Partner - Cloud Product,Closed Won - Not Paid,3 Years,327251,1125000,1875000,750000
1203,1/5/17,8/18/16,0,Direct - OnPremise Product,Closed Lost,Annual,75000,,75000,75000
1204,6/20/17,8/18/16,1,Partner - OnPremise Product,Closed Lost,Annual,49000,,49000,49000
1205,11/15/16,8/23/16,0,Direct - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1206,10/19/16,9/23/16,0,Partner - OnPremise Product,Closed Lost,Annual,75000,,75000,75000
1207,9/29/16,9/29/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1208,12/21/16,10/14/16,0,Partner - OnPremise Product,Closed Lost,3 Years,32000,,96000,96000
1209,3/16/17,10/14/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,16500,16500,66000,49500
1210,6/29/17,10/21/16,1,Partner - Cloud Product,Closed Won - Paid,3 Years,36025,9755,66000,56245
1211,7/26/17,5/10/17,1,Partner - Cloud Product,Closed Lost,Annual,49000,       ,49000,49000
1212,8/16/17,5/24/17,1,Partner - Cloud Product,Closed Lost,3 Years,181950,24750,225000,200250
1213,10/11/16,8/2/16,0,Direct - OnPremise Product,Closed Lost,,200000,,200000,200000
1214,10/9/16,10/10/16,0,Direct - OnPremise Product,Closed Won - Paid,Quarterly,3308,,3308,3308
1215,10/9/16,10/10/16,0,Direct - OnPremise Product,Closed Won - Paid,Quarterly,5328,,5328,5328
1216,1/21/16,9/29/15,0,Direct - OnPremise Product,Closed Lost,,17900,,17900,17900
1217,11/17/15,11/4/15,0,Partner - OnPremise Product,Closed Won - Paid,Annual,17900,,17900,17900
1218,11/10/16,10/21/15,0,Direct - OnPremise Product,Closed Lost,,17900,,17900,17900
1219,3/31/16,3/14/16,1,Partner - OnPremise Product,Closed Won - Paid,2 Years,20460,3080,44000,40920
1220,8/22/17,6/6/17,1,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1221,8/22/17,2/27/17,1,Partner - OnPremise Product,Closed Lost,Annual,22000,,22000,22000
1222,9/6/17,3/22/17,1,Partner - OnPremise Product,Closed Lost,,26700,,26700,26700
1223,8/14/17,3/29/17,1,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1224,8/22/17,4/12/17,1,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1225,8/16/17,4/17/17,1,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1226,8/21/17,6/21/17,1,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1227,9/6/17,6/23/17,1,Direct - Cloud Product,Closed Lost,,41000,       ,22000,22000
1228,6/30/17,6/26/17,1,Partner - Cloud Product,Closed Won - Not Paid,2 Years,24001,18242,44000,25758
1229,8/21/17,6/26/17,1,Direct - Cloud Product,Closed Lost,,41000,       ,22000,22000
1230,8/30/17,7/17/17,1,Partner - Cloud Product,Closed Lost,,41250,8000,32000,24000
1231,8/21/17,7/21/17,1,Partner - OnPremise Product,Closed Lost,,25600,,25600,25600
1232,8/30/17,7/26/17,1,Partner - Cloud Product,Closed Won - Not Paid,3 Years,42400,13200,66000,52800
1233,8/2/17,7/28/17,1,Direct - OnPremise Product,Closed Won - Not Paid,2 Years,19800,4400,44000,39600
1234,8/16/17,11/8/16,1,Partner - OnPremise Product,Closed Lost,,28000,,28000,28000
1235,9/5/17,11/10/16,1,Direct - OnPremise Product,Closed Lost,Annual,22000,,22000,22000
1236,8/14/17,11/22/16,1,Partner - OnPremise Product,Closed Lost,Annual,54000,,54000,54000
1237,8/22/17,1/17/17,1,Partner - OnPremise Product,Closed Lost,Annual,19800,2200,22000,19800
1238,8/15/17,1/17/17,1,Partner - Cloud Product,Closed Lost,,38200,2800,41000,38200
1239,8/22/17,1/26/17,1,Partner - OnPremise Product,Closed Lost,,32400,3600,36000,32400
1240,8/22/17,1/30/17,1,Direct - OnPremise Product,Closed Lost,Annual,19500,2500,22000,19500
1241,8/22/17,2/9/17,1,Partner - OnPremise Product,Closed Lost,Annual,22000,,22000,22000
1242,8/14/17,2/9/17,1,Partner - OnPremise Product,Closed Lost,,28000,,28000,28000
1243,8/22/17,3/10/16,1,Partner - OnPremise Product,Closed Lost,,44000,,44000,44000
1244,9/6/17,9/13/16,1,Direct - OnPremise Product,Closed Lost,Annual,20200,1800,22000,20200
1245,6/16/17,5/8/17,1,Partner - Cloud Product,Closed Won - Paid,2 Years,39050,18560,64000,45440
1246,8/14/17,5/15/17,1,Direct - Cloud Product,Closed Lost,,165000,       ,96000,96000
1247,6/29/17,5/22/17,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,16576,17472,67200,49728
1248,8/14/17,5/23/17,1,Direct - OnPremise Product,Closed Lost,,19000,,19000,19000
1249,7/19/17,6/9/17,1,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1250,7/20/17,6/9/17,1,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1251,6/20/17,6/13/17,1,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1252,7/10/17,6/14/17,1,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1253,3/28/17,2/22/17,1,Partner - Cloud Product,Closed Won - Paid,3 Years,59294,111600,225000,113400
1254,3/31/17,2/24/17,1,Direct - Cloud Product,Closed Won - Paid,Annual,28683,7700,22000,14300
1255,4/13/17,3/1/17,1,Direct - Cloud Product,Closed Lost,Annual,64000,,49000,49000
1256,4/11/17,3/1/17,1,Direct - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1257,5/4/17,3/1/17,1,Partner - OnPremise Product,Closed Won - Paid,2 Years,17920,8960,44800,35840
1258,4/20/17,3/3/17,1,Partner - Cloud Product,Closed Won - Paid,3 Years,24600,26400,66000,39600
1259,7/6/17,3/8/17,1,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1260,7/6/17,3/17/17,1,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1261,7/5/17,3/21/17,1,Direct - Cloud Product,Closed Lost,3 Years,60900,44100,147000,102900
1262,7/6/17,3/21/17,1,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1263,7/6/17,3/21/17,1,Direct - Cloud Product,Closed Lost,3 Years,10667,       ,32000,32000
1264,4/25/17,3/22/17,1,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1265,3/27/17,3/22/17,1,Direct - OnPremise Product,Closed Won - Paid,Annual,4500,,4500,4500
1266,4/11/17,3/23/17,1,Partner - Cloud Product,Closed Won - Paid,3 Years,36370,38400,96000,57600
1267,6/1/17,3/24/17,1,Partner - Cloud Product,Closed Lost,3 Years,39738,26640,96000,69360
1268,6/1/17,4/11/17,1,Partner - Cloud Product,Closed Won - Paid,3 Years,43450,20160,96000,75840
1269,6/30/17,4/11/17,1,Direct - Cloud Product,Closed Lost,3 Years,50460,61740,147000,85260
1270,7/10/17,4/12/17,1,Partner - Cloud Product,Closed Lost,Annual,32000,       ,32000,32000
1271,7/6/17,4/18/17,1,Direct - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1272,7/6/17,4/18/17,1,Direct - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1273,5/17/17,4/19/17,1,Direct - Cloud Product,Closed Lost,Annual,34850,3300,22000,18700
1274,7/6/17,5/1/17,1,Partner - Cloud Product,Closed Lost,3 Years,45650,16320,96000,79680
1275,7/11/17,6/19/17,1,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1276,8/16/17,6/20/17,1,Partner - Cloud Product,Closed Lost,3 Years,46750,14400,96000,81600
1277,7/19/17,6/28/17,1,Direct - Cloud Product,Closed Lost,3 Years,33620,11880,66000,54120
1278,6/30/17,6/29/17,1,Partner - OnPremise Product,Closed Won - Not Paid,4 Years,17136,21056,89600,68544
1279,7/13/17,7/11/17,1,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1280,1/31/17,11/3/16,1,Direct - Cloud Product,Closed Won - Paid,3 Years,44582,14400,96000,81600
1281,5/15/17,11/4/16,1,Partner - Cloud Product,Closed Won - Paid,3 Years,49500,9600,96000,86400
1282,4/19/17,11/11/16,0,Partner - Cloud Product,Closed Lost,3 Years,22000,       ,66000,66000
1283,12/19/16,11/14/16,1,Partner - Cloud Product,Closed Won - Paid,2 Years,35831,3800,44000,40200
1284,12/21/16,11/15/16,1,Partner - Cloud Product,Closed Won - Paid,3 Years,43933,24000,96000,72000
1285,4/6/17,11/23/16,0,Direct - OnPremise Product,Closed Lost,Annual,22400,,22400,22400
1286,1/19/17,11/28/16,0,Partner - OnPremise Product,Closed Lost,2 Years,22000,,44000,44000
1287,12/27/16,12/2/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,22400,28800,96000,67200
1288,12/23/16,12/7/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,19800,6600,66000,59400
1289,2/16/17,12/9/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,19800,6600,66000,59400
1290,3/27/17,12/16/16,0,Partner - OnPremise Product,Closed Lost,4 Years,14400,70400,128000,57600
1291,12/22/16,12/16/16,1,Direct - OnPremise Product,Closed Won - Paid,Annual,22000,       ,22000,22000
1292,7/10/17,12/20/16,1,Partner - OnPremise Product,Closed Lost,Annual,22000,,22000,22000
1293,2/8/17,12/20/16,0,Direct - OnPremise Product,Closed Lost,Annual,49000,,49000,49000
1294,4/11/17,1/3/17,0,Partner - OnPremise Product,Closed Lost,Annual,22000,,22000,22000
1295,5/10/17,1/4/17,1,Partner - Cloud Product,Closed Won - Paid,3 Years,61115,45570,147000,101430
1296,2/6/17,1/5/17,1,Direct - Cloud Product,Closed Won - Paid,3 Years,36370,38400,96000,57600
1297,3/28/17,1/9/17,0,Partner - Cloud Product,Closed Lost,Annual,31394,       ,31394,31394
1298,2/16/17,1/9/17,0,Direct - OnPremise Product,Closed Lost,Annual,22000,,22000,22000
1299,4/11/17,1/10/17,0,Direct - OnPremise Product,Closed Lost,Annual,22000,,22000,22000
1300,3/20/17,1/19/17,1,Partner - Cloud Product,Closed Won - Paid,3 Years,32750,13200,66000,52800
1301,7/6/17,1/20/17,1,Partner - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1302,3/22/17,1/20/17,1,Partner - Cloud Product,Closed Won - Paid,3 Years,30836,38880,96000,57120
1303,3/20/17,1/20/17,1,Direct - OnPremise Product,Closed Lost,3 Years,20031,86906,147000,60094
1304,3/2/17,1/23/17,1,Partner - Cloud Product,Closed Won - Paid,3 Years,40638,24000,96000,72000
1305,2/1/17,1/31/17,0,Partner - OnPremise Product,Closed Lost,,19200,,19200,19200
1306,7/7/17,2/1/17,1,Partner - OnPremise Product,Closed Lost,3 Years,49000,       ,147000,147000
1307,2/10/17,2/7/17,1,Partner - OnPremise Product,Closed Won - Paid,Annual,22000,       ,22000,22000
1308,4/26/17,2/13/17,1,Partner - OnPremise Product,Closed Lost,3 Years,22000,       ,66000,66000
1309,2/21/17,2/13/17,0,Direct - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1310,3/3/17,2/13/17,0,Direct - Cloud Product,Closed Lost,Annual,50000,,32000,32000
1311,4/18/17,2/14/17,0,Direct - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1312,4/12/17,2/14/17,0,Direct - OnPremise Product,Closed Lost,Annual,22000,,22000,22000
1313,2/16/17,2/14/17,0,Partner - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1314,7/5/17,2/15/17,1,Direct - OnPremise Product,Closed Lost,Annual,32000,,32000,32000
1315,2/17/16,8/11/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1316,9/2/15,8/27/15,0,Partner - OnPremise Product,Closed Won - Paid,Annual,17900,,17900,17900
1317,9/3/15,8/24/15,0,Direct - OnPremise Product,Closed Won - Paid,Annual,17900,,17900,17900
1318,9/14/15,8/6/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1319,9/25/15,8/19/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1320,9/18/15,9/14/15,0,Partner - OnPremise Product,Closed Won - Paid,2 Years,14320,7160,35800,28640
1321,9/28/15,9/9/15,0,Partner - OnPremise Product,Closed Lost,2 Years,15215,5370,35800,30430
1322,7/6/16,9/14/15,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1323,10/16/15,10/15/15,0,Partner - OnPremise Product,Closed Won - Paid,Annual,17900,,17900,17900
1324,9/30/15,8/24/15,0,Partner - OnPremise Product,Closed Won - Paid,Annual,26928,4752,31680,26928
1325,2/17/16,8/10/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1326,10/7/15,9/8/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1327,2/18/16,8/11/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1328,10/15/15,9/8/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1329,3/21/16,8/11/15,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1330,10/20/15,9/17/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1331,1/27/16,8/31/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1332,10/22/15,10/22/15,0,Partner - OnPremise Product,Closed Won - Paid,Annual,17900,,17900,17900
1333,2/17/16,8/17/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1334,10/20/15,10/19/15,0,Direct - OnPremise Product,Closed Won - Paid,3 Years,21060,11149,74328,63179
1335,11/9/15,9/8/15,0,Direct - OnPremise Product,Closed Lost,,17900,,17900,17900
1336,11/11/15,10/5/15,0,Direct - OnPremise Product,Closed Lost,,17900,,17900,17900
1337,11/6/15,10/29/15,0,Direct - OnPremise Product,Closed Won - Paid,Annual,16110,1790,17900,16110
1338,11/10/15,9/17/15,0,Partner - OnPremise Product,Closed Won - Paid,3 Years,14320,10740,53700,42960
1339,11/17/15,11/11/15,0,Direct - OnPremise Product,Closed Lost,,17900,,17900,17900
1340,11/18/15,8/31/15,0,Direct - OnPremise Product,Closed Lost,,17900,,17900,17900
1341,2/18/16,8/25/15,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1342,11/4/15,10/12/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1343,11/24/15,11/11/15,0,Partner - OnPremise Product,Closed Won - Paid,Annual,22020,       ,22020,22020
1344,12/1/15,10/8/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1345,12/1/15,11/19/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1346,3/2/16,9/10/15,0,Partner - OnPremise Product,Closed Lost,,22000,,22000,22000
1347,1/3/17,10/27/15,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1348,11/30/15,10/1/15,0,Partner - OnPremise Product,Closed Won - Paid,3 Years,15573,6981,53700,46719
1349,7/5/16,8/5/15,0,Partner - OnPremise Product,Closed Lost,,89142,,89142,89142
1350,4/5/16,11/30/15,0,Partner - OnPremise Product,Closed Lost,,60000,,60000,60000
1351,12/9/15,10/1/15,0,Direct - OnPremise Product,Closed Lost,,13780,,13780,13780
1352,11/17/15,9/14/15,0,Partner - OnPremise Product,Closed Won - Paid,3 Years,27878,39917,123552,83635
1353,2/18/16,11/25/15,0,Partner - OnPremise Product,Closed Lost,,22000,,22000,22000
1354,12/15/15,10/5/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1355,12/16/15,8/4/15,0,Direct - OnPremise Product,Closed Lost,,17900,,17900,17900
1356,5/11/16,11/16/15,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1357,11/12/15,9/29/15,0,Partner - OnPremise Product,Closed Won - Paid,3 Years,27878,11405,95040,83635
1358,12/22/15,12/10/15,0,Partner - OnPremise Product,Closed Won - Paid,Annual,17900,5370,23270,17900
1359,12/22/15,12/17/15,0,Partner - OnPremise Product,Closed Won - Paid,Annual,17900,5370,23270,17900
1360,12/31/15,11/12/15,0,Partner - OnPremise Product,Closed Lost,2 Years,42000,36000,120000,84000
1361,12/31/15,12/29/15,0,Partner - OnPremise Product,Closed Won - Paid,Annual,17005,6265,23270,17005
1362,9/25/15,9/22/15,0,Partner - OnPremise Product,Closed Won - Paid,Annual,17900,       ,17900,17900
1363,12/17/15,11/11/15,0,Partner - OnPremise Product,Closed Won - Paid,2 Years,16647,2506,35800,33294
1364,4/25/16,12/15/15,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1365,1/20/16,12/9/15,0,Direct - OnPremise Product,Closed Lost,,17900,,17900,17900
1366,6/24/16,1/7/16,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1367,9/30/16,11/19/15,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1368,7/6/16,8/20/15,0,Partner - OnPremise Product,Closed Lost,,75000,,75000,75000
1369,3/1/16,11/17/15,1,Partner - OnPremise Product,Closed Won - Paid,Annual,       ,22000,22000,       
1370,2/1/16,11/19/15,0,Direct - OnPremise Product,Closed Lost,,17900,,17900,17900
1371,2/18/16,12/2/15,0,Partner - OnPremise Product,Closed Lost,,60000,,60000,60000
1372,12/31/15,12/14/15,0,Direct - OnPremise Product,Closed Won - Paid,3 Years,26294,44669,123552,78883
1373,12/22/15,10/8/15,0,Partner - OnPremise Product,Closed Won - Paid,Annual,17900,5370,23270,17900
1374,12/29/15,12/15/15,0,Partner - OnPremise Product,Closed Won - Paid,3 Years,15573,23091,69810,46719
